id,acct_code,transaction_name,location,transaction_amount,x_amt1,x_amt2,transaction_date,x_date1,x_date2
185,200000600,ZIOPHARM Oncology Inc,Colombia,7822924,7079253,1674102,2020-12-12 14:54:55,2021-11-26 03:21:18,2023-03-30 15:42:50
186,100000001,Scorpio Tankers Inc.,Brazil,7748207,7205616,3854953,2023-05-30 08:52:11,2023-01-20 15:15:41,2024-01-11 08:44:27
187,100000001,Lindblad Expeditions Holdings Inc. ,United States,2060062,7059722,8275276,2024-02-05 04:08:34,2022-02-11 18:50:23,2021-04-29 07:15:35
188,200000002,PAR Technology Corporation,Canada,9638221,464589,2025048,2023-02-27 02:55:24,2021-04-01 12:09:20,2023-02-11 00:38:00
189,200000001,"Insys Therapeutics, Inc.",Brazil,7357533,2913018,188687,2021-10-17 05:07:00,2022-03-10 21:42:13,2020-05-28 15:24:05
190,200000002,PowerShares KBW Property & Casualty Insurance Portfolio,Australia,8281873,2545158,6690406,2021-01-26 06:14:12,2021-10-10 08:35:24,2023-12-05 11:55:52
191,100000007,VelocityShares Daily Inverse VIX Medium-Term ETN,United States,4454426,8441686,3014497,2023-09-24 07:35:20,2022-06-12 05:21:32,2020-07-31 06:29:36
192,200000006,"Monster Digital, Inc.",Brazil,3337653,5418761,8007964,2022-09-05 10:15:06,2023-04-05 22:54:08,2023-10-17 15:28:15
193,200000003,AU Optronics Corp,Brazil,244700,5368887,3323118,2021-02-16 07:31:57,2020-07-26 10:56:56,2023-02-23 08:31:40
194,200000005,"CBL & Associates Properties, Inc.",Philippines,5194512,1118086,5213239,2022-05-31 18:59:31,2021-06-27 07:40:39,2020-11-14 10:18:22
195,100000001,Anheuser-Busch Inbev SA,Brazil,2186087,337210,7957204,2020-03-14 03:45:42,2023-04-29 10:15:48,2022-04-16 23:49:38
196,200000005,PVH Corp.,Brazil,9313684,6028159,2422036,2022-03-12 13:56:25,2023-09-29 11:40:55,2021-05-06 22:21:59
197,100000005,PowerShares DWA Technology Momenum Portfolio,Brazil,9803182,4515032,9433081,2020-10-30 12:29:23,2023-10-14 19:08:30,2020-09-18 18:00:05
198,100000008,Hexcel Corporation,United States,749481,4915325,6931416,2022-12-31 03:38:10,2021-02-22 16:41:57,2022-03-12 05:28:07
199,200000004,Sanmina Corporation,Philippines,4672419,4066273,1076867,2022-02-19 15:39:41,2022-11-18 04:17:21,2023-11-14 08:12:26
200,200000005,Baker Hughes Incorporated,Philippines,7289088,8009133,8769164,2024-02-15 16:26:13,2022-10-08 16:53:36,2022-09-20 23:26:15
201,100000005,"Guess?, Inc.",Brazil,388222,9945299,4546992,2022-09-08 02:27:04,2020-06-30 11:23:08,2021-01-13 01:19:29
202,200000002,"Sykes Enterprises, Incorporated",United States,9462301,3961242,4933444,2023-09-22 01:32:47,2023-06-11 16:00:26,2021-02-04 01:12:07
203,100000002,Cellect Biotechnology Ltd.,Brazil,9651432,556133,9986886,2023-02-11 05:14:38,2022-06-27 05:46:58,2023-09-26 21:55:35
204,100000002,SL Green Realty Corporation,United States,9691141,1273360,3540507,2021-10-18 17:03:31,2023-01-18 13:57:11,2021-08-01 18:52:15
205,200000003,"General American Investors, Inc.",Philippines,2721474,8831632,1021995,2023-02-16 16:38:23,2022-11-08 16:28:51,2023-03-26 02:31:23
206,200000006,WildHorse Resource Development Corporation,Brazil,8553100,4045431,5585384,2021-12-15 23:58:27,2021-04-17 18:44:51,2022-01-14 02:02:34
207,200000003,"Avnet, Inc.",Philippines,8956566,8740442,9172267,2023-03-01 22:51:25,2022-10-11 11:35:33,2022-02-22 15:28:15
208,200000600,Nuveen Preferred and Income 2022 Term Fund,Philippines,1411481,2827948,8601790,2020-11-21 21:23:25,2021-07-21 13:38:20,2020-08-27 12:42:51
209,100000009,News Corporation,Brazil,5356087,7546289,7076463,2023-09-07 06:00:16,2024-01-15 11:28:39,2021-02-11 06:41:27
210,100000006,Haemonetics Corporation,United States,5569123,9978293,3305512,2022-12-30 20:04:38,2022-09-07 11:46:42,2022-10-04 13:33:43
211,200000600,Tenneco Inc.,Philippines,6986786,6438863,5764794,2022-10-05 11:49:23,2023-03-18 00:31:21,2022-12-16 22:24:33
212,200000003,Kilroy Realty Corporation,Philippines,4807027,8545264,4505438,2021-10-17 01:09:59,2023-01-18 03:44:09,2021-04-03 20:08:31
213,200000006,Capital One Financial Corporation,Colombia,6618465,4806639,7525737,2022-06-14 12:27:56,2021-05-07 20:22:47,2021-11-29 20:32:12
214,100000001,First Trust Hong Kong AlphaDEX Fund,Philippines,6131505,999489,7970801,2023-11-24 09:10:24,2023-05-29 02:47:51,2021-09-26 22:24:15
215,200000003,"WhiteHorse Finance, Inc.",Philippines,5535099,601235,3576051,2023-10-02 01:08:22,2024-01-27 18:07:11,2020-12-13 02:22:03
216,200000006,"Marinus Pharmaceuticals, Inc.",Brazil,8162931,7585280,8987009,2022-12-31 23:14:20,2020-12-05 02:08:07,2023-04-19 06:42:53
217,100000004,"Gores Holdings II, Inc.",Philippines,5064852,1750594,3354527,2021-03-12 22:16:22,2022-08-30 20:12:14,2020-08-04 09:50:14
218,100000009,Hutchison China MediTech Limited,Brazil,6588029,8170860,7480955,2022-08-29 11:05:54,2022-10-08 16:47:40,2023-01-03 18:03:22
219,100000001,Kansas City Southern,Philippines,7175005,8133730,4651159,2022-02-07 09:30:35,2022-09-30 21:15:53,2020-11-04 22:27:22
220,100000003,FedEx Corporation,United States,7216189,1301612,798572,2022-08-30 03:19:20,2022-05-14 03:13:16,2024-01-16 05:48:23
221,200000002,"Intersections, Inc.",United States,6013183,7300937,6817112,2021-05-20 23:47:20,2020-05-14 06:57:11,2021-10-27 05:04:05
222,100000003,"Audentes Therapeutics, Inc.",Philippines,1092849,4015086,5319536,2021-05-24 00:26:33,2021-04-05 16:05:37,2021-07-09 23:58:54
223,100000008,Elbit Systems Ltd.,Philippines,726566,5023723,1851609,2020-08-08 16:09:09,2021-09-12 18:23:36,2021-04-19 20:36:19
224,100000003,Bank of America Corporation,United States,7728423,7682831,9204273,2023-03-29 05:22:49,2022-05-08 03:40:53,2021-04-29 14:29:44
225,100000005,"Anthera Pharmaceuticals, Inc.",Brazil,2598250,3935987,4078778,2020-07-17 02:09:13,2023-08-13 09:43:35,2023-02-24 00:46:23
226,200000001,"Universal Stainless & Alloy Products, Inc.",Canada,363137,1971414,894264,2020-05-21 04:36:45,2022-12-19 17:17:31,2020-10-04 05:01:30
227,200000003,Bank of America Corporation,Brazil,3940062,5471079,7844874,2020-03-24 01:11:09,2023-06-01 01:12:37,2022-01-29 06:15:21
228,200000006,"Gener8 Maritime, Inc.",Philippines,7246034,686915,810036,2024-02-21 20:25:20,2020-08-20 06:42:36,2023-08-22 12:33:37
229,100000100,"Cohen & Steers Total Return Realty Fund, Inc.",Philippines,1163111,5672935,361439,2021-10-06 12:15:22,2023-05-13 02:03:15,2021-04-28 22:30:18
230,200000005,"Boston Private Financial Holdings, Inc.",Colombia,9104824,2344017,320948,2023-08-17 18:27:26,2023-09-20 21:48:20,2021-10-13 05:07:45
231,100000008,"Thor Industries, Inc.",United States,4835364,7485115,3346857,2021-04-28 12:44:22,2022-09-10 02:05:45,2022-05-30 00:46:14
232,100000006,"Huntington Ingalls Industries, Inc.",Brazil,6518731,2980934,2437950,2022-03-24 17:04:37,2021-11-11 15:35:06,2022-01-14 08:29:52
233,200000003,"Franklin Electric Co., Inc.",Brazil,3638227,2449532,8571974,2021-10-06 02:00:34,2024-01-24 07:18:34,2020-04-19 12:22:55
234,200000002,"Tortoise Energy Independence Fund, Inc.",Philippines,4336413,7120116,6756416,2021-06-30 21:17:54,2023-08-11 06:22:33,2023-07-16 06:03:00
235,200000006,Icahn Enterprises L.P.,Brazil,5573691,7685596,2994104,2022-10-06 11:16:30,2021-06-29 09:45:51,2020-08-17 00:23:59
236,200000001,Anadarko Petroleum Corporation,Philippines,6736067,2839380,7173964,2022-05-15 21:47:07,2020-11-23 17:44:53,2024-02-10 23:29:34
237,100000004,"Perceptron, Inc.",United States,3158994,8473043,2929094,2022-09-30 09:18:06,2024-01-14 19:03:34,2021-07-18 05:42:39
238,100000006,PIMCO California Municipal Income Fund III,Brazil,3466617,8482289,7390767,2021-12-12 13:42:59,2021-10-08 05:56:05,2023-08-01 17:28:02
239,200000002,"Bob Evans Farms, Inc.",Canada,4056724,3422755,6350999,2022-11-26 06:51:22,2020-06-06 05:12:59,2021-06-08 11:31:37
240,200000001,Panhandle Royalty Company,Philippines,196577,2325143,1440572,2024-01-30 07:09:47,2020-08-23 01:41:26,2020-08-11 06:53:48
241,200000003,AllianzGI Convertible & Income Fund,Philippines,5682557,2419554,8393594,2020-07-29 21:38:51,2022-12-26 07:01:03,2022-01-30 20:33:39
242,200000005,Robert Half International Inc.,Philippines,2034072,4067468,4616202,2022-01-10 04:17:27,2022-08-19 05:37:04,2020-07-25 13:14:31
243,100000007,"STARWOOD PROPERTY TRUST, INC.",United States,6722331,1840704,8113154,2020-11-09 08:20:11,2022-12-21 16:58:52,2021-03-16 21:26:31
244,200000004,Elbit Systems Ltd.,Philippines,8965693,4513967,312661,2021-05-15 02:55:25,2021-01-08 03:45:18,2022-07-13 22:02:19
245,100000008,Eaton Vance Floating Rate Income Trust,Philippines,1313516,8249554,9098480,2023-05-25 01:34:51,2023-03-08 08:01:37,2022-01-02 23:38:35
246,100000006,"Landcadia Holdings, Inc.",Philippines,2310367,8270524,5448829,2020-06-24 18:30:17,2022-02-13 20:37:56,2023-03-17 15:13:32
247,200000006,Synovus Financial Corp.,Brazil,6725791,4612642,5383797,2023-05-10 15:57:10,2022-11-08 15:32:11,2020-07-05 02:51:32
248,200000006,"One Horizon Group, Inc.",Brazil,3967402,3749975,3907720,2023-10-02 10:07:05,2020-12-26 03:46:20,2021-11-12 14:03:26
249,200000003,"Niagara Mohawk Holdings, Inc.",Australia,7401317,4963288,5500796,2022-08-10 00:06:30,2022-02-01 06:16:04,2021-02-05 00:30:01
250,100000006,Seaspan Corporation,Philippines,5576268,6666736,7724315,2023-11-02 13:34:59,2020-11-24 14:48:08,2020-12-16 09:21:01
251,100000005,CONSOL Energy Inc.,Philippines,4038711,9833736,236084,2021-12-13 04:17:07,2020-11-13 00:08:07,2023-10-14 00:17:45
252,100000008,Urban Edge Properties,Philippines,459167,9173844,9454390,2021-05-18 00:57:07,2022-04-28 19:00:45,2021-09-02 17:50:53
253,200000002,"Ionis Pharmaceuticals, Inc.",United States,3845959,5071411,3835804,2023-12-09 22:53:14,2022-10-19 13:06:03,2021-02-27 18:25:08
254,100000006,"Ottawa Bancorp, Inc.",Brazil,8637446,3256371,6773236,2023-03-31 00:27:02,2021-09-28 23:41:38,2020-11-08 01:16:51
255,100000100,Yulong Eco-Materials Limited,Canada,1462514,9225930,3714927,2020-03-29 09:39:24,2023-07-25 04:43:23,2023-02-26 08:04:20
256,200000001,"Pacific Biosciences of California, Inc.",Brazil,808704,1114429,9641193,2023-08-22 05:23:52,2021-09-26 06:09:03,2022-03-08 21:06:13
257,100000100,Entravision Communications Corporation,Brazil,6199712,5777243,6150721,2024-02-07 10:24:22,2020-10-28 15:25:04,2021-11-08 23:35:08
258,200000003,"Tetraphase Pharmaceuticals, Inc.",Colombia,389453,8480966,8926197,2020-06-21 00:39:43,2022-03-02 03:36:24,2021-11-13 03:43:33
259,100000008,United Community Bancorp,Philippines,543287,3007274,408158,2022-08-17 12:41:20,2020-05-12 06:27:02,2021-11-16 20:48:08
260,100000003,Coca-Cola Company (The),Philippines,8069130,7721592,3161168,2023-07-05 05:33:21,2021-11-19 21:20:09,2023-05-09 10:29:31
261,100000006,"TPG Specialty Lending, Inc.",Philippines,7466722,8291880,9898365,2022-10-22 22:56:08,2023-07-08 12:46:15,2023-10-08 05:48:56
262,100000004,iShares Fallen Angels USD Bond ETF,Philippines,1430391,5865042,1845232,2022-12-31 19:51:42,2021-02-28 01:17:44,2023-11-25 20:23:48
263,100000100,"Blackrock MuniYield New Jersey Fund, Inc.",Canada,2199876,9979252,7908927,2022-02-11 14:55:41,2020-10-14 07:30:40,2020-10-13 08:48:40
264,100000003,"Commerce Bancshares, Inc.",United States,3075103,6424129,7808921,2020-05-30 05:49:16,2022-04-30 04:02:08,2021-02-26 09:59:24
265,100000006,First Trust Hong Kong AlphaDEX Fund,Brazil,8865451,3797706,2952174,2021-07-24 01:59:28,2022-01-11 05:31:52,2021-04-28 11:06:16
266,200000002,"Mota Group, Inc.",Philippines,6434394,5058965,7075877,2024-02-11 20:04:04,2020-11-17 04:53:12,2021-02-14 20:19:47
267,200000001,"Blackrock MuniHoldings Quality Fund, Inc.",Philippines,2548389,6729299,9803924,2021-02-02 02:45:45,2022-03-27 14:41:39,2020-05-31 17:18:57
268,100000001,Comp En De Mn Cemig ADS,Philippines,9720607,9325325,5784099,2022-09-02 07:24:47,2023-08-31 07:50:06,2020-06-02 11:27:41
269,100000002,8point3 Energy Partners LP,Colombia,8721611,7353299,6257067,2022-12-12 22:24:59,2023-06-06 00:49:57,2021-07-29 07:59:40
270,100000004,Third Point Reinsurance Ltd.,Brazil,9726665,5644743,2122168,2020-05-28 19:38:34,2023-12-13 23:38:47,2021-11-08 00:46:56
271,200000001,"Westmoreland Resource Partners, LP",Colombia,7330034,8594510,4154492,2023-02-12 07:50:02,2021-01-17 06:55:07,2020-10-19 08:13:02
272,100000002,Anavex Life Sciences Corp.,Brazil,7282924,4713834,7475847,2021-09-05 12:12:02,2022-05-28 03:21:14,2023-02-18 21:32:29
273,100000002,Eastman Kodak Company,United States,6941825,6247176,1806053,2020-10-27 05:51:44,2022-03-19 12:17:05,2023-12-11 05:06:15
274,100000008,Fifth Street Senior Floating Rate Corp.,Brazil,5068881,4132469,2156860,2020-07-30 16:43:08,2022-09-17 04:48:02,2022-09-24 10:32:29
275,100000003,"Telephone and Data Systems, Inc.",Brazil,7419546,4396572,4196939,2022-12-24 13:56:41,2022-01-15 09:30:43,2022-08-03 10:42:24
276,200000006,Tsakos Energy Navigation Ltd,Colombia,5859230,5626135,3400018,2022-11-27 11:15:51,2022-06-03 22:36:14,2022-12-13 21:49:08
277,100000100,"Goldman Sachs Group, Inc. (The)",United States,6527298,9062466,9102282,2022-01-28 01:45:16,2020-04-23 17:37:46,2021-09-10 19:13:50
278,200000003,"Oppenheimer Holdings, Inc.",United States,2984519,3887520,762659,2022-08-09 19:10:25,2024-01-04 13:48:48,2023-08-07 07:46:04
279,100000007,CDW Corporation,Colombia,7718537,7871299,2824868,2021-05-22 11:29:54,2022-02-08 13:06:59,2021-05-09 18:42:43
280,200000004,Exxon Mobil Corporation,Brazil,1272369,7170002,4803203,2024-02-03 11:29:04,2022-06-01 22:19:02,2020-06-04 22:39:20
281,100000009,"AvalonBay Communities, Inc.",Brazil,7361372,4597172,6416710,2020-09-29 14:53:20,2023-08-01 05:01:31,2021-12-01 11:55:33
282,100000008,TFS Financial Corporation,Philippines,5940324,3063276,8510401,2021-05-10 14:19:45,2021-09-16 10:16:20,2020-09-13 08:46:29
283,200000004,"Western Refining Logistics, LP",Brazil,3949663,9473630,9692713,2022-03-28 13:42:24,2021-11-22 16:17:19,2022-10-19 07:47:38
284,100000005,"Korea Equity Fund, Inc.",Brazil,4768761,5382175,7676100,2023-02-05 04:35:28,2020-12-25 15:34:00,2022-07-17 16:06:47
285,100000005,"Stag Industrial, Inc.",United States,4004279,5028214,2777013,2023-05-14 22:52:15,2020-06-07 11:25:52,2021-05-16 07:05:47
286,200000003,National Fuel Gas Company,Philippines,8826728,9062222,6304990,2023-02-05 18:49:36,2023-08-25 14:10:35,2022-03-19 19:49:44
287,200000001,FinTech Acquisition Corp. II,United States,1000400,1955538,3051939,2023-11-09 15:21:14,2023-11-26 07:10:00,2022-11-01 04:01:34
288,100000009,"Tremor Video, Inc.",Philippines,4931123,5454163,8824186,2020-06-18 23:56:30,2020-11-02 07:23:48,2022-10-22 11:23:02
289,200000001,JMU Limited,Australia,6539214,7920911,9118772,2023-07-21 04:23:25,2022-11-20 12:47:25,2022-01-27 21:45:23
290,100000100,"Neothetics, Inc.",United States,8982212,7842275,8879641,2023-09-05 20:16:23,2023-01-04 05:42:37,2022-05-02 11:30:40
291,200000003,"D.R. Horton, Inc.",United States,2747821,7947184,5646345,2023-01-22 04:16:46,2022-07-20 03:29:17,2024-01-31 23:08:13
292,200000001,First Trust Senior Floating Rate Income Fund II,Philippines,4597905,3531182,305398,2021-01-15 20:16:11,2023-04-25 03:47:34,2020-08-17 02:15:57
293,100000001,"Perficient, Inc.",United States,6819393,6352738,6162001,2022-04-09 03:27:41,2022-04-15 12:06:47,2022-04-26 12:19:17
294,200000001,First Trust Alternative Absolute Return Strategy ETF,Canada,4861280,2973734,4941359,2020-04-30 22:03:15,2023-01-21 08:26:05,2020-08-12 23:40:08
295,200000001,ENDRA Life Sciences Inc.,Brazil,9864313,9496605,4660623,2023-11-07 11:09:23,2022-04-16 18:47:35,2021-05-31 22:38:39
296,200000001,Greif Bros. Corporation,Canada,8730409,1216235,1356874,2020-03-30 18:57:03,2023-04-12 00:47:53,2021-09-07 09:47:48
297,100000009,TiGenix,Brazil,7665717,8977857,4656551,2022-07-20 03:05:00,2021-09-28 08:59:51,2020-06-25 21:42:08
298,100000004,"BioCryst Pharmaceuticals, Inc.",Philippines,5414863,7290068,2443578,2023-04-29 16:17:36,2022-06-15 08:28:10,2022-06-02 07:33:55
299,200000005,"Community Bank System, Inc.",Brazil,3103584,6161493,9850655,2022-02-23 13:42:41,2021-12-04 13:02:41,2023-10-11 10:59:19
300,100000007,Alpine Total Dynamic Dividend Fund,Colombia,8728073,1993228,5277660,2022-01-12 00:26:24,2022-12-23 14:40:56,2021-05-10 10:45:43
301,100000009,"Shell Midstream Partners, L.P.",Brazil,2605168,2569857,3498925,2021-09-12 23:15:16,2023-08-17 07:57:33,2022-01-01 16:35:12
302,200000006,"Fuel Tech, Inc.",Philippines,9169500,6635866,7994698,2020-08-15 15:31:40,2023-08-03 10:29:45,2022-01-26 19:47:24
303,100000001,Nuveen Insured New York Select Tax-Free Income Portfolio,Brazil,1455128,9777830,536094,2021-12-19 00:43:24,2021-10-02 04:27:41,2021-06-16 13:53:13
304,100000004,Alleghany Corporation,Colombia,1087944,3438244,5751866,2023-06-22 02:30:00,2023-08-09 06:10:37,2022-03-19 23:39:53
305,100000005,Invesco Senior Income Trust,Brazil,3667118,2795438,6973468,2020-09-04 15:43:38,2022-11-24 13:17:38,2020-06-16 23:02:55
306,100000003,Tecnoglass Inc.,Philippines,8602374,7996217,5908870,2023-05-15 22:48:27,2021-03-21 17:18:09,2020-08-16 04:51:18
307,100000100,BlackRock Resources,Brazil,8530615,5894701,3817447,2020-09-24 23:54:25,2020-09-13 18:28:36,2024-01-10 00:30:09
308,100000007,GrubHub Inc.,Philippines,2657868,1590064,9872215,2020-09-07 08:06:13,2021-09-05 13:45:15,2024-01-25 17:53:59
309,100000009,"Aratana Therapeutics, Inc.",Colombia,4192889,9235319,7572767,2021-12-17 03:11:39,2023-08-21 16:35:09,2023-08-28 14:09:27
310,200000003,Meritage Corporation,Brazil,2615272,993034,5089738,2021-04-13 13:26:36,2021-02-07 06:29:55,2022-05-17 19:45:21
311,200000002,Kyocera Corporation,United States,4619788,5205727,9078783,2023-08-28 01:16:40,2022-03-16 18:40:56,2023-04-13 13:10:48
312,200000002,General Finance Corporation,United States,7728393,6111095,9141565,2022-03-29 16:27:21,2022-08-03 19:59:21,2023-03-31 13:59:49
313,100000002,"LM Funding America, Inc.",Philippines,243980,6242181,4649855,2023-05-14 15:55:16,2021-01-07 10:45:30,2021-07-03 23:32:54
314,100000005,"Edge Therapeutics, Inc.",Philippines,8958637,2182252,5790914,2022-11-24 13:10:02,2022-09-28 21:07:03,2021-08-31 15:10:41
315,200000002,"Catasys, Inc.",Brazil,6191491,575941,2067538,2020-06-18 17:56:59,2022-06-30 17:32:05,2022-06-11 13:22:44
316,100000001,"SEACOR Holdings, Inc.",Philippines,1958648,6434395,8543634,2020-03-21 16:20:58,2023-06-05 08:44:41,2020-05-28 20:39:26
317,100000005,"Mitcham Industries, Inc.",United States,6785606,9177048,6017142,2022-10-21 02:27:25,2023-02-08 05:51:22,2023-07-14 03:51:24
318,100000100,Eastman Kodak Company,Brazil,2085815,9498699,4002212,2023-05-30 23:44:20,2022-08-31 21:49:46,2023-01-23 02:11:23
319,200000004,Comtech Telecommunications Corp.,Philippines,3273842,2085434,5262857,2021-09-06 10:37:46,2021-01-21 13:12:38,2023-02-15 18:36:09
320,200000001,RAIT Financial Trust,Philippines,3504128,7226046,2702205,2023-10-05 03:12:23,2023-11-15 19:52:09,2022-01-29 23:45:08
321,100000007,"Fidelity National Financial, Inc.",Canada,8409437,3657903,2853414,2020-08-19 01:25:19,2020-03-13 05:57:34,2022-06-05 22:05:50
322,100000009,American River Bankshares,Philippines,2413527,8471543,2696080,2023-12-05 17:01:52,2022-10-25 00:52:00,2023-02-01 06:51:58
323,200000004,WisdomTree Western Asset Unconstrained Bond Fund,Brazil,992061,777577,3219232,2021-05-12 13:56:26,2022-07-15 11:21:59,2021-06-28 23:16:05
324,200000002,Antero Midstream Partners LP,Philippines,862085,8204604,2921240,2022-02-23 02:32:30,2020-10-08 15:21:34,2020-10-26 05:03:55
325,200000006,ProQR Therapeutics N.V.,Brazil,8475705,5781717,8231186,2020-09-20 10:46:33,2020-06-18 23:29:49,2021-06-07 21:57:09
326,100000006,PowerShares Variable Rate Investment Grade Portfolio,Philippines,2133086,4625440,5229041,2023-03-01 03:41:55,2024-01-18 13:42:53,2023-11-01 01:46:42
327,100000003,Time Inc.,Brazil,3298829,5496307,8515366,2020-07-03 00:50:16,2022-05-07 02:28:53,2024-02-27 16:14:19
328,100000006,"A V Homes, Inc.",United States,3605775,2411229,8127167,2022-03-16 10:39:36,2021-10-20 20:03:38,2024-01-09 01:34:40
329,200000003,Big 5 Sporting Goods Corporation,Colombia,1224659,8572786,6901540,2022-06-25 03:32:00,2023-05-18 11:37:10,2023-10-13 05:29:03
330,100000005,Unilever PLC,Brazil,3372108,1321261,5389887,2023-10-14 05:30:53,2020-12-30 17:43:15,2022-05-01 08:37:14
331,200000006,"Recon Technology, Ltd.",United States,2948015,2883839,8254822,2023-05-29 01:28:12,2023-08-31 10:22:50,2023-07-16 22:40:40
332,100000003,"Helmerich & Payne, Inc.",Philippines,2244020,1785203,2030999,2021-02-03 16:09:30,2021-04-22 08:14:46,2022-01-16 15:11:03
333,100000001,"Gyrodyne , LLC",Colombia,848079,5232594,8204867,2020-09-28 04:24:12,2023-02-06 00:44:17,2022-01-11 05:36:35
334,100000003,ChipMOS TECHNOLOGIES INC.,Colombia,948520,9154671,8787337,2020-07-19 11:03:39,2020-08-16 06:28:45,2021-12-07 05:22:58
335,200000600,"Goldman Sachs Group, Inc. (The)",Philippines,1535231,1742166,8564322,2020-09-30 03:02:33,2022-09-25 08:52:49,2020-09-29 02:56:51
336,100000008,Columbus McKinnon Corporation,United States,1140459,2809072,9759213,2022-01-16 03:47:37,2024-02-10 22:35:40,2021-06-21 05:44:19
337,100000006,Gladstone Investment Corporation,Brazil,6953344,4461308,3306781,2022-12-12 20:42:52,2022-08-12 03:40:55,2020-08-17 21:29:44
338,200000002,icad inc.,Philippines,7178854,7285467,6781720,2020-08-12 03:51:30,2023-01-18 18:03:34,2021-02-04 02:34:08
339,200000600,"Rockwell Collins, Inc.",United States,3780020,8325090,3972938,2022-07-17 15:36:45,2021-06-03 07:50:31,2020-04-05 05:51:10
340,100000003,"Fusion Telecommunications International, Inc.",Philippines,4565144,4104791,5132631,2021-04-07 07:06:58,2022-10-28 17:21:02,2021-01-28 00:02:38
341,100000002,"Air Transport Services Group, Inc",United Kingdom,9030397,2074979,2143854,2021-10-08 11:53:35,2022-09-11 07:23:16,2021-09-28 08:43:06
342,200000006,"Ashford Hospitality Prime, Inc.",Brazil,7963096,1798382,536343,2023-09-07 13:35:52,2020-08-21 13:07:39,2022-10-01 10:51:04
343,200000004,First Data Corporation,Philippines,5780682,1333630,562520,2021-07-13 07:22:11,2021-06-14 20:05:13,2023-07-29 10:38:02
344,100000005,Alcobra Ltd.,United States,7735564,449291,5653112,2021-06-10 19:02:05,2021-12-29 02:39:14,2022-02-02 13:16:33
345,200000006,Smart,Philippines,1303790,5811009,6946599,2023-04-12 06:50:03,2022-05-02 11:10:10,2021-01-13 10:36:47
346,100000005,Ford Motor Company,United States,3078304,8696430,9472257,2020-06-30 07:22:38,2022-01-19 10:07:43,2024-01-21 10:44:47
347,100000004,Atlantica Yield plc,Philippines,2708134,9668656,9488277,2023-06-07 23:49:48,2023-02-23 18:48:44,2023-06-11 13:45:02
348,100000100,Gladstone Investment Corporation,United States,9569749,9193255,9419480,2023-12-29 00:53:39,2020-11-11 16:27:50,2023-06-30 14:59:44
349,200000003,"PennTex Midstream Partners, LP",Philippines,9932913,8841583,2012793,2022-07-01 13:50:38,2020-12-19 08:44:37,2021-10-03 07:49:22
350,100000001,CYREN Ltd.,Philippines,5082285,5130176,8403044,2023-08-28 23:09:39,2022-11-03 12:06:39,2020-05-17 02:24:14
351,100000007,"Willamette Valley Vineyards, Inc.",Philippines,7849798,2832849,1280227,2023-09-03 15:10:17,2022-11-06 04:30:49,2024-02-18 21:15:20
352,100000008,"Bankrate, Inc.",Philippines,9172945,805842,5742040,2020-07-12 02:37:51,2021-04-08 00:17:19,2022-12-16 13:50:19
353,200000600,"Shiloh Industries, Inc.",Philippines,4462073,1303938,3934933,2021-04-09 09:55:36,2020-10-03 01:43:19,2022-05-02 20:34:33
354,200000006,"SGOCO Group, Ltd",Philippines,1481331,9680957,3161597,2022-01-16 11:32:09,2023-05-17 14:23:35,2022-11-18 19:49:05
355,100000009,"Ennis, Inc.",United States,7363223,4911667,2247852,2023-09-30 22:12:06,2020-10-03 15:12:59,2021-09-19 20:44:29
356,200000001,Zions Bancorporation,Colombia,524084,292999,8751665,2022-02-02 00:01:44,2020-03-19 22:27:25,2022-01-30 01:48:30
357,100000007,Kayne Anderson Energy Development Company,Philippines,5316301,1558238,3714813,2022-02-19 02:32:38,2020-04-17 21:36:43,2020-09-18 17:17:37
358,100000001,"Blackrock Corporate High Yield Fund, Inc.",Philippines,3918070,7113532,4412996,2021-06-26 02:24:45,2020-06-09 22:57:06,2024-02-03 18:38:44
359,100000100,"Cedar Realty Trust, Inc.",United States,1527695,3590077,1529554,2023-06-03 17:33:39,2020-08-19 02:39:28,2022-09-05 01:29:10
360,200000006,Nuveen Global High Income Fund,United States,4667179,194573,4018364,2022-08-18 12:09:57,2022-05-06 03:01:46,2023-01-09 07:06:26
361,100000001,"Conn's, Inc.",Brazil,4638578,9068346,1607448,2023-07-16 21:30:18,2022-05-21 04:46:07,2023-06-18 16:39:14
362,100000002,Ares Capital Corporation,Brazil,7357280,761555,3436504,2021-08-28 21:43:02,2020-09-20 19:46:42,2023-03-23 04:53:07
363,100000100,"Hebron Technology Co., Ltd.",Canada,9948867,1146513,438627,2022-11-16 01:19:35,2020-05-29 21:23:40,2023-02-25 13:01:20
364,100000006,Accenture plc,Colombia,7738836,7918777,4873986,2022-03-16 14:40:11,2021-10-14 05:29:28,2020-05-13 04:58:05
365,200000004,Ethan Allen Interiors Inc.,Colombia,4465518,4880792,8204168,2022-11-07 22:01:28,2021-01-11 20:29:23,2021-03-23 17:10:08
366,100000001,Sunrun Inc.,Philippines,9840532,5841522,3968723,2023-02-19 05:09:04,2021-02-07 12:27:38,2021-12-31 01:24:47
367,100000001,TE Connectivity Ltd.,Brazil,3643720,2612832,9140496,2023-12-25 22:49:49,2022-11-07 00:53:32,2022-03-20 09:45:49
